source_id,category,paper_id_guess,pdf_path,pdf_relative_path,pdf_exists,pdf_file_size_mb,markdown_expected_path,markdown_actual_path,markdown_exists,markdown_char_count,markdown_status,output_dir,legacy_output_dir,resolved_output_dir,output_dir_layout,has_output_dir,has_stage3,has_stage4a,has_final_dataset,has_link_aware_export,current_pipeline_status,recommended_next_action
mechanism__083_amini和mirzaee_2005_effect_of_solution_chemistry_on_preparation_of_boehmite_by_hydrothermal_assisted_sol_gel_processing,mechanism,083_Amini和Mirzaee - 2005 - Effect of solution chemistry on preparation of boehmite by hydrothermal assisted sol-gel processing,G:\paper\Sorted_Database\Mechanism\083_Amini和Mirzaee - 2005 - Effect of solution chemistry on preparation of boehmite by hydrothermal assisted sol-gel processing.pdf,G:\paper\Sorted_Database\Mechanism\083_Amini和Mirzaee - 2005 - Effect of solution chemistry on preparation of boehmite by hydrothermal assisted sol-gel processing.pdf,true,0.494,data\markdown\mechanism\083_Amini和Mirzaee - 2005 - Effect of solution chemistry on preparation of boehmite by hydrothermal assisted sol-gel processing.md,data\markdown\mechanism\083_Amini和Mirzaee - 2005 - Effect of solution chemistry on preparation of boehmite by hydrothermal assisted sol-gel processing.md,true,17574,exists_ok,data\outputs\mechanism\083_Amini和Mirzaee - 2005 - Effect of solution chemistry on preparation of boehmite by hydrothermal assisted sol-gel processing,data\outputs\083_Amini和Mirzaee - 2005 - Effect of solution chemistry on preparation of boehmite by hydrothermal assisted sol-gel processing,data\outputs\mechanism\083_Amini和Mirzaee - 2005 - Effect of solution chemistry on preparation of boehmite by hydrothermal assisted sol-gel processing,category_aware,true,false,false,false,false,markdown_ready,run_stage3_next
mechanism__087_berger_等_2018_27al_nmr_study_of_the_ph_dependent_hydrolysis_products_of_al2_so4_3_in_different_physiological_media,mechanism,087_Berger 等 - 2018 - 27Al NMR study of the pH dependent hydrolysis products of Al2(SO4)3 in different physiological media,G:\paper\Sorted_Database\Mechanism\087_Berger 等 - 2018 - 27Al NMR study of the pH dependent hydrolysis products of Al2(SO4)3 in different physiological media.pdf,G:\paper\Sorted_Database\Mechanism\087_Berger 等 - 2018 - 27Al NMR study of the pH dependent hydrolysis products of Al2(SO4)3 in different physiological media.pdf,true,4.552,data\markdown\mechanism\087_Berger 等 - 2018 - 27Al NMR study of the pH dependent hydrolysis products of Al2(SO4)3 in different physiological media.md,data\markdown\mechanism\087_Berger 等 - 2018 - 27Al NMR study of the pH dependent hydrolysis products of Al2(SO4)3 in different physiological media.md,true,60678,exists_ok,data\outputs\mechanism\087_Berger 等 - 2018 - 27Al NMR study of the pH dependent hydrolysis products of Al2(SO4)3 in different physiological media,data\outputs\087_Berger 等 - 2018 - 27Al NMR study of the pH dependent hydrolysis products of Al2(SO4)3 in different physiological media,data\outputs\mechanism\087_Berger 等 - 2018 - 27Al NMR study of the pH dependent hydrolysis products of Al2(SO4)3 in different physiological media,category_aware,true,false,false,false,false,markdown_ready,run_stage3_next
mechanism__088_bi_2004_studies_on_the_mechanism_of_hydrolysis_and_polymerization_of_aluminum_salts_in_aqueous_solution_cor,mechanism,088_Bi - 2004 - Studies on the mechanism of hydrolysis and polymerization of aluminum salts in aqueous solution Cor,G:\paper\Sorted_Database\Mechanism\088_Bi - 2004 - Studies on the mechanism of hydrolysis and polymerization of aluminum salts in aqueous solution Cor.pdf,G:\paper\Sorted_Database\Mechanism\088_Bi - 2004 - Studies on the mechanism of hydrolysis and polymerization of aluminum salts in aqueous solution Cor.pdf,true,0.319,data\markdown\mechanism\088_Bi - 2004 - Studies on the mechanism of hydrolysis and polymerization of aluminum salts in aqueous solution Cor.md,data\markdown\mechanism\088_Bi - 2004 - Studies on the mechanism of hydrolysis and polymerization of aluminum salts in aqueous solution Cor.md,true,80264,exists_ok,data\outputs\mechanism\088_Bi - 2004 - Studies on the mechanism of hydrolysis and polymerization of aluminum salts in aqueous solution Cor,data\outputs\088_Bi - 2004 - Studies on the mechanism of hydrolysis and polymerization of aluminum salts in aqueous solution Cor,data\outputs\mechanism\088_Bi - 2004 - Studies on the mechanism of hydrolysis and polymerization of aluminum salts in aqueous solution Cor,category_aware,true,false,false,false,false,markdown_ready,run_stage3_next
mechanism__089_bokhimi_等_2005_synthesis_and_characterization_of_nanocapsules_with_shells_made_up_of_al13_tridecamers,mechanism,089_Bokhimi 等 - 2005 - Synthesis and characterization of nanocapsules with shells made up of Al13 tridecamers,G:\paper\Sorted_Database\Mechanism\089_Bokhimi 等 - 2005 - Synthesis and characterization of nanocapsules with shells made up of Al13 tridecamers.pdf,G:\paper\Sorted_Database\Mechanism\089_Bokhimi 等 - 2005 - Synthesis and characterization of nanocapsules with shells made up of Al13 tridecamers.pdf,true,0.377,data\markdown\mechanism\089_Bokhimi 等 - 2005 - Synthesis and characterization of nanocapsules with shells made up of Al13 tridecamers.md,data\markdown\mechanism\089_Bokhimi 等 - 2005 - Synthesis and characterization of nanocapsules with shells made up of Al13 tridecamers.md,true,40066,exists_ok,data\outputs\mechanism\089_Bokhimi 等 - 2005 - Synthesis and characterization of nanocapsules with shells made up of Al13 tridecamers,data\outputs\089_Bokhimi 等 - 2005 - Synthesis and characterization of nanocapsules with shells made up of Al13 tridecamers,data\outputs\mechanism\089_Bokhimi 等 - 2005 - Synthesis and characterization of nanocapsules with shells made up of Al13 tridecamers,category_aware,true,false,false,false,false,markdown_ready,run_stage3_next
mechanism__090_bokhimi_等_2006_sulfate_ions_and_boehmite_crystallization_in_a_sol_made_with_aluminum_tri_sec_butoxide_and_2_propano,mechanism,090_Bokhimi 等 - 2006 - Sulfate ions and boehmite crystallization in a sol made with aluminum tri-sec-butoxide and 2-propano,G:\paper\Sorted_Database\Mechanism\090_Bokhimi 等 - 2006 - Sulfate ions and boehmite crystallization in a sol made with aluminum tri-sec-butoxide and 2-propano.pdf,G:\paper\Sorted_Database\Mechanism\090_Bokhimi 等 - 2006 - Sulfate ions and boehmite crystallization in a sol made with aluminum tri-sec-butoxide and 2-propano.pdf,true,0.544,data\markdown\mechanism\090_Bokhimi 等 - 2006 - Sulfate ions and boehmite crystallization in a sol made with aluminum tri-sec-butoxide and 2-propano.md,data\markdown\mechanism\090_Bokhimi 等 - 2006 - Sulfate ions and boehmite crystallization in a sol made with aluminum tri-sec-butoxide and 2-propano.md,true,37146,exists_ok,data\outputs\mechanism\090_Bokhimi 等 - 2006 - Sulfate ions and boehmite crystallization in a sol made with aluminum tri-sec-butoxide and 2-propano,data\outputs\090_Bokhimi 等 - 2006 - Sulfate ions and boehmite crystallization in a sol made with aluminum tri-sec-butoxide and 2-propano,data\outputs\mechanism\090_Bokhimi 等 - 2006 - Sulfate ions and boehmite crystallization in a sol made with aluminum tri-sec-butoxide and 2-propano,category_aware,true,false,false,false,false,markdown_ready,run_stage3_next
mechanism__091_bonhomme_coury_等_1994_investigation_of_the_sol_gel_chemistry_of_ethylacetoacetate_modified_aluminum_sec_butoxide,mechanism,091_Bonhomme-Coury 等 - 1994 - Investigation of the sol-gel chemistry of ethylacetoacetate modified aluminum sec-butoxide,G:\paper\Sorted_Database\Mechanism\091_Bonhomme-Coury 等 - 1994 - Investigation of the sol-gel chemistry of ethylacetoacetate modified aluminum sec-butoxide.pdf,G:\paper\Sorted_Database\Mechanism\091_Bonhomme-Coury 等 - 1994 - Investigation of the sol-gel chemistry of ethylacetoacetate modified aluminum sec-butoxide.pdf,true,0.719,data\markdown\mechanism\091_Bonhomme-Coury 等 - 1994 - Investigation of the sol-gel chemistry of ethylacetoacetate modified aluminum sec-butoxide.md,data\markdown\mechanism\091_Bonhomme-Coury 等 - 1994 - Investigation of the sol-gel chemistry of ethylacetoacetate modified aluminum sec-butoxide.md,true,36333,exists_ok,data\outputs\mechanism\091_Bonhomme-Coury 等 - 1994 - Investigation of the sol-gel chemistry of ethylacetoacetate modified aluminum sec-butoxide,data\outputs\091_Bonhomme-Coury 等 - 1994 - Investigation of the sol-gel chemistry of ethylacetoacetate modified aluminum sec-butoxide,data\outputs\mechanism\091_Bonhomme-Coury 等 - 1994 - Investigation of the sol-gel chemistry of ethylacetoacetate modified aluminum sec-butoxide,category_aware,true,false,false,false,false,markdown_ready,run_stage3_next
mechanism__093_bradley和hanna_1993_aluminium_27_mas_nmr_investigations_of_sodium_aluminates_formed_from_high_ph_solutions_evidence_of,mechanism,093_Bradley和Hanna - 1993 - Aluminium-27 MAS NMR investigations of sodium aluminates formed from high pH solutions Evidence of,G:\paper\Sorted_Database\Mechanism\093_Bradley和Hanna - 1993 - Aluminium-27 MAS NMR investigations of sodium aluminates formed from high pH solutions Evidence of.pdf,G:\paper\Sorted_Database\Mechanism\093_Bradley和Hanna - 1993 - Aluminium-27 MAS NMR investigations of sodium aluminates formed from high pH solutions Evidence of.pdf,true,0.34,data\markdown\mechanism\093_Bradley和Hanna - 1993 - Aluminium-27 MAS NMR investigations of sodium aluminates formed from high pH solutions Evidence of.md,data\markdown\mechanism\093_Bradley和Hanna - 1993 - Aluminium-27 MAS NMR investigations of sodium aluminates formed from high pH solutions Evidence of.md,true,13544,exists_ok,data\outputs\mechanism\093_Bradley和Hanna - 1993 - Aluminium-27 MAS NMR investigations of sodium aluminates formed from high pH solutions Evidence of,data\outputs\093_Bradley和Hanna - 1993 - Aluminium-27 MAS NMR investigations of sodium aluminates formed from high pH solutions Evidence of,data\outputs\mechanism\093_Bradley和Hanna - 1993 - Aluminium-27 MAS NMR investigations of sodium aluminates formed from high pH solutions Evidence of,category_aware,true,false,false,false,false,markdown_ready,run_stage3_next
mechanism__094_bradley和hanna_1994_27al_and_23na_mas_nmr_and_powder_x_ray_diffraction_studies_of_sodium_aluminate_speciation_and_the_me,mechanism,094_Bradley和Hanna - 1994 - 27Al and 23Na MAS NMR and powder X-ray diffraction studies of sodium aluminate speciation and the me,G:\paper\Sorted_Database\Mechanism\094_Bradley和Hanna - 1994 - 27Al and 23Na MAS NMR and powder X-ray diffraction studies of sodium aluminate speciation and the me.pdf,G:\paper\Sorted_Database\Mechanism\094_Bradley和Hanna - 1994 - 27Al and 23Na MAS NMR and powder X-ray diffraction studies of sodium aluminate speciation and the me.pdf,true,1.398,data\markdown\mechanism\094_Bradley和Hanna - 1994 - 27Al and 23Na MAS NMR and powder X-ray diffraction studies of sodium aluminate speciation and the me.md,data\markdown\mechanism\094_Bradley和Hanna - 1994 - 27Al and 23Na MAS NMR and powder X-ray diffraction studies of sodium aluminate speciation and the me.md,true,87831,exists_ok,data\outputs\mechanism\094_Bradley和Hanna - 1994 - 27Al and 23Na MAS NMR and powder X-ray diffraction studies of sodium aluminate speciation and the me,data\outputs\094_Bradley和Hanna - 1994 - 27Al and 23Na MAS NMR and powder X-ray diffraction studies of sodium aluminate speciation and the me,data\outputs\mechanism\094_Bradley和Hanna - 1994 - 27Al and 23Na MAS NMR and powder X-ray diffraction studies of sodium aluminate speciation and the me,category_aware,true,false,false,false,false,markdown_ready,run_stage3_next
mechanism__097_casey_等_2000_rates_and_mechanisms_of_oxygen_exchanges_between_sites_in_the_alo4al12_oh_24_h2o_127_aq_complex_an,mechanism,097_Casey 等 - 2000 - Rates and mechanisms of oxygen exchanges between sites in the AlO4Al12(OH)24(H2O)127+(aq) complex an,G:\paper\Sorted_Database\Mechanism\097_Casey 等 - 2000 - Rates and mechanisms of oxygen exchanges between sites in the AlO4Al12(OH)24(H2O)127+(aq) complex an.pdf,G:\paper\Sorted_Database\Mechanism\097_Casey 等 - 2000 - Rates and mechanisms of oxygen exchanges between sites in the AlO4Al12(OH)24(H2O)127+(aq) complex an.pdf,true,0.584,data\markdown\mechanism\097_Casey 等 - 2000 - Rates and mechanisms of oxygen exchanges between sites in the AlO4Al12(OH)24(H2O)127+(aq) complex an.md,data\markdown\mechanism\097_Casey 等 - 2000 - Rates and mechanisms of oxygen exchanges between sites in the AlO4Al12(OH)24(H2O)127+(aq) complex an.md,true,74028,exists_ok,data\outputs\mechanism\097_Casey 等 - 2000 - Rates and mechanisms of oxygen exchanges between sites in the AlO4Al12(OH)24(H2O)127+(aq) complex an,data\outputs\097_Casey 等 - 2000 - Rates and mechanisms of oxygen exchanges between sites in the AlO4Al12(OH)24(H2O)127+(aq) complex an,data\outputs\mechanism\097_Casey 等 - 2000 - Rates and mechanisms of oxygen exchanges between sites in the AlO4Al12(OH)24(H2O)127+(aq) complex an,category_aware,true,false,false,false,false,markdown_ready,run_stage3_next
mechanism__105_chen_等_2007_effect_of_thermal_treatment_on_the_formation_and_transformation_of_keggin_al13_and_al30_species_in_h,mechanism,105_Chen 等 - 2007 - Effect of thermal treatment on the formation and transformation of keggin Al13 and Al30 species in h,G:\paper\Sorted_Database\Mechanism\105_Chen 等 - 2007 - Effect of thermal treatment on the formation and transformation of keggin Al13 and Al30 species in h.pdf,G:\paper\Sorted_Database\Mechanism\105_Chen 等 - 2007 - Effect of thermal treatment on the formation and transformation of keggin Al13 and Al30 species in h.pdf,true,0.87,data\markdown\mechanism\105_Chen 等 - 2007 - Effect of thermal treatment on the formation and transformation of keggin Al13 and Al30 species in h.md,data\markdown\mechanism\105_Chen 等 - 2007 - Effect of thermal treatment on the formation and transformation of keggin Al13 and Al30 species in h.md,true,55149,exists_ok,data\outputs\mechanism\105_Chen 等 - 2007 - Effect of thermal treatment on the formation and transformation of keggin Al13 and Al30 species in h,data\outputs\105_Chen 等 - 2007 - Effect of thermal treatment on the formation and transformation of keggin Al13 and Al30 species in h,data\outputs\mechanism\105_Chen 等 - 2007 - Effect of thermal treatment on the formation and transformation of keggin Al13 and Al30 species in h,category_aware,true,false,false,false,false,markdown_ready,run_stage3_next
mechanism__113_control_preparation_of_aluminium_chromium_mixed_oxides_by_sol_gel_process,mechanism,113_Control preparation of aluminium chromium mixed oxides by sol-gel process,G:\paper\Sorted_Database\Mechanism\113_Control preparation of aluminium chromium mixed oxides by sol-gel process.pdf,G:\paper\Sorted_Database\Mechanism\113_Control preparation of aluminium chromium mixed oxides by sol-gel process.pdf,true,0.745,data\markdown\mechanism\113_Control preparation of aluminium chromium mixed oxides by sol-gel process.md,data\markdown\mechanism\113_Control preparation of aluminium chromium mixed oxides by sol-gel process.md,true,34533,exists_ok,data\outputs\mechanism\113_Control preparation of aluminium chromium mixed oxides by sol-gel process,data\outputs\113_Control preparation of aluminium chromium mixed oxides by sol-gel process,data\outputs\mechanism\113_Control preparation of aluminium chromium mixed oxides by sol-gel process,category_aware,true,false,false,false,false,markdown_ready,run_stage3_next
mechanism__114_coster和fripiat_1993_memory_effects_in_gel_solid_transformations_coordinately_unsaturated_aluminum_sites_in_nanosized_al,mechanism,114_Coster和Fripiat - 1993 - Memory effects in gel-solid transformations Coordinately unsaturated aluminum sites in nanosized al,G:\paper\Sorted_Database\Mechanism\114_Coster和Fripiat - 1993 - Memory effects in gel-solid transformations Coordinately unsaturated aluminum sites in nanosized al.pdf,G:\paper\Sorted_Database\Mechanism\114_Coster和Fripiat - 1993 - Memory effects in gel-solid transformations Coordinately unsaturated aluminum sites in nanosized al.pdf,true,1.33,data\markdown\mechanism\114_Coster和Fripiat - 1993 - Memory effects in gel-solid transformations Coordinately unsaturated aluminum sites in nanosized al.md,data\markdown\mechanism\114_Coster和Fripiat - 1993 - Memory effects in gel-solid transformations Coordinately unsaturated aluminum sites in nanosized al.md,true,42105,exists_ok,data\outputs\mechanism\114_Coster和Fripiat - 1993 - Memory effects in gel-solid transformations Coordinately unsaturated aluminum sites in nanosized al,data\outputs\114_Coster和Fripiat - 1993 - Memory effects in gel-solid transformations Coordinately unsaturated aluminum sites in nanosized al,data\outputs\mechanism\114_Coster和Fripiat - 1993 - Memory effects in gel-solid transformations Coordinately unsaturated aluminum sites in nanosized al,category_aware,true,false,false,false,false,markdown_ready,run_stage3_next
mechanism__116_deschaume_等_2006_interactions_of_bovine_serum_albumin_with_aluminum_polyoxocations_and_aluminum_hydroxide,mechanism,116_Deschaume 等 - 2006 - Interactions of bovine serum albumin with aluminum polyoxocations and aluminum hydroxide,G:\paper\Sorted_Database\Mechanism\116_Deschaume 等 - 2006 - Interactions of bovine serum albumin with aluminum polyoxocations and aluminum hydroxide.pdf,G:\paper\Sorted_Database\Mechanism\116_Deschaume 等 - 2006 - Interactions of bovine serum albumin with aluminum polyoxocations and aluminum hydroxide.pdf,true,0.385,data\markdown\mechanism\116_Deschaume 等 - 2006 - Interactions of bovine serum albumin with aluminum polyoxocations and aluminum hydroxide.md,data\markdown\mechanism\116_Deschaume 等 - 2006 - Interactions of bovine serum albumin with aluminum polyoxocations and aluminum hydroxide.md,true,81718,exists_ok,data\outputs\mechanism\116_Deschaume 等 - 2006 - Interactions of bovine serum albumin with aluminum polyoxocations and aluminum hydroxide,data\outputs\116_Deschaume 等 - 2006 - Interactions of bovine serum albumin with aluminum polyoxocations and aluminum hydroxide,data\outputs\mechanism\116_Deschaume 等 - 2006 - Interactions of bovine serum albumin with aluminum polyoxocations and aluminum hydroxide,category_aware,true,false,false,false,false,markdown_ready,run_stage3_next
mechanism__117_deschaume_等_2017_impact_of_amino_acids_on_the_isomerization_of_the_aluminum_tridecamer_al13,mechanism,117_Deschaume 等 - 2017 - Impact of amino acids on the isomerization of the aluminum tridecamer Al13,G:\paper\Sorted_Database\Mechanism\117_Deschaume 等 - 2017 - Impact of amino acids on the isomerization of the aluminum tridecamer Al13.pdf,G:\paper\Sorted_Database\Mechanism\117_Deschaume 等 - 2017 - Impact of amino acids on the isomerization of the aluminum tridecamer Al13.pdf,true,2.173,data\markdown\mechanism\117_Deschaume 等 - 2017 - Impact of amino acids on the isomerization of the aluminum tridecamer Al13.md,data\markdown\mechanism\117_Deschaume 等 - 2017 - Impact of amino acids on the isomerization of the aluminum tridecamer Al13.md,true,62285,exists_ok,data\outputs\mechanism\117_Deschaume 等 - 2017 - Impact of amino acids on the isomerization of the aluminum tridecamer Al13,data\outputs\117_Deschaume 等 - 2017 - Impact of amino acids on the isomerization of the aluminum tridecamer Al13,data\outputs\mechanism\117_Deschaume 等 - 2017 - Impact of amino acids on the isomerization of the aluminum tridecamer Al13,category_aware,true,false,false,false,false,markdown_ready,run_stage3_next
mechanism__118_deshpande和eckert_2009_sol_gel_preparation_of_mesoporous_sodium_aluminosilicate_glasses_mechanistic_and_structural_investi,mechanism,118_Deshpande和Eckert - 2009 - Sol-gel preparation of mesoporous sodium aluminosilicate glasses Mechanistic and structural investi,G:\paper\Sorted_Database\Mechanism\118_Deshpande和Eckert - 2009 - Sol-gel preparation of mesoporous sodium aluminosilicate glasses Mechanistic and structural investi.pdf,G:\paper\Sorted_Database\Mechanism\118_Deshpande和Eckert - 2009 - Sol-gel preparation of mesoporous sodium aluminosilicate glasses Mechanistic and structural investi.pdf,true,0.229,data\markdown\mechanism\118_Deshpande和Eckert - 2009 - Sol-gel preparation of mesoporous sodium aluminosilicate glasses Mechanistic and structural investi.md,data\markdown\mechanism\118_Deshpande和Eckert - 2009 - Sol-gel preparation of mesoporous sodium aluminosilicate glasses Mechanistic and structural investi.md,true,44534,exists_ok,data\outputs\mechanism\118_Deshpande和Eckert - 2009 - Sol-gel preparation of mesoporous sodium aluminosilicate glasses Mechanistic and structural investi,data\outputs\118_Deshpande和Eckert - 2009 - Sol-gel preparation of mesoporous sodium aluminosilicate glasses Mechanistic and structural investi,data\outputs\mechanism\118_Deshpande和Eckert - 2009 - Sol-gel preparation of mesoporous sodium aluminosilicate glasses Mechanistic and structural investi,category_aware,true,false,false,false,false,markdown_ready,run_stage3_next
mechanism__119_dressler_等_2007_aluminum_speciation_and_thermal_evolution_of_aluminas_resulting_from_modified_yoldas_sols,mechanism,119_Dressler 等 - 2007 - Aluminum speciation and thermal evolution of aluminas resulting from modified yoldas sols,G:\paper\Sorted_Database\Mechanism\119_Dressler 等 - 2007 - Aluminum speciation and thermal evolution of aluminas resulting from modified yoldas sols.pdf,G:\paper\Sorted_Database\Mechanism\119_Dressler 等 - 2007 - Aluminum speciation and thermal evolution of aluminas resulting from modified yoldas sols.pdf,true,0.329,data\markdown\mechanism\119_Dressler 等 - 2007 - Aluminum speciation and thermal evolution of aluminas resulting from modified yoldas sols.md,data\markdown\mechanism\119_Dressler 等 - 2007 - Aluminum speciation and thermal evolution of aluminas resulting from modified yoldas sols.md,true,50932,exists_ok,data\outputs\mechanism\119_Dressler 等 - 2007 - Aluminum speciation and thermal evolution of aluminas resulting from modified yoldas sols,data\outputs\119_Dressler 等 - 2007 - Aluminum speciation and thermal evolution of aluminas resulting from modified yoldas sols,data\outputs\mechanism\119_Dressler 等 - 2007 - Aluminum speciation and thermal evolution of aluminas resulting from modified yoldas sols,category_aware,true,false,false,false,false,markdown_ready,run_stage3_next
mechanism__121_drljaca_等_1999_selective_isolation_of_keggin_ions_using_self_assembled_superanion_capsules,mechanism,121_Drljaca 等 - 1999 - Selective isolation of keggin ions using self-assembled superanion capsules †,G:\paper\Sorted_Database\Mechanism\121_Drljaca 等 - 1999 - Selective isolation of keggin ions using self-assembled superanion capsules †.pdf,G:\paper\Sorted_Database\Mechanism\121_Drljaca 等 - 1999 - Selective isolation of keggin ions using self-assembled superanion capsules †.pdf,true,0.242,data\markdown\mechanism\121_Drljaca 等 - 1999 - Selective isolation of keggin ions using self-assembled superanion capsules †.md,data\markdown\mechanism\121_Drljaca 等 - 1999 - Selective isolation of keggin ions using self-assembled superanion capsules †.md,true,18797,exists_ok,data\outputs\mechanism\121_Drljaca 等 - 1999 - Selective isolation of keggin ions using self-assembled superanion capsules †,data\outputs\121_Drljaca 等 - 1999 - Selective isolation of keggin ions using self-assembled superanion capsules †,data\outputs\mechanism\121_Drljaca 等 - 1999 - Selective isolation of keggin ions using self-assembled superanion capsules †,category_aware,true,false,false,false,false,markdown_ready,run_stage3_next
mechanism__123_eliseev_等_1999_the_effect_of_copolymerization_of_tetraethylorthosilicate_and_aluminum_hydroxonitrates,mechanism,123_Eliseev 等 - 1999 - The effect of copolymerization of tetraethylorthosilicate and aluminum hydroxonitrates,G:\paper\Sorted_Database\Mechanism\123_Eliseev 等 - 1999 - The effect of copolymerization of tetraethylorthosilicate and aluminum hydroxonitrates.pdf,G:\paper\Sorted_Database\Mechanism\123_Eliseev 等 - 1999 - The effect of copolymerization of tetraethylorthosilicate and aluminum hydroxonitrates.pdf,true,0.162,data\markdown\mechanism\123_Eliseev 等 - 1999 - The effect of copolymerization of tetraethylorthosilicate and aluminum hydroxonitrates.md,data\markdown\mechanism\123_Eliseev 等 - 1999 - The effect of copolymerization of tetraethylorthosilicate and aluminum hydroxonitrates.md,true,23362,exists_ok,data\outputs\mechanism\123_Eliseev 等 - 1999 - The effect of copolymerization of tetraethylorthosilicate and aluminum hydroxonitrates,data\outputs\123_Eliseev 等 - 1999 - The effect of copolymerization of tetraethylorthosilicate and aluminum hydroxonitrates,data\outputs\mechanism\123_Eliseev 等 - 1999 - The effect of copolymerization of tetraethylorthosilicate and aluminum hydroxonitrates,category_aware,true,false,false,false,false,markdown_ready,run_stage3_next
mechanism__124_esi_ms_study_of_speciation_in_hydrolyzed_aluminum,mechanism,124_ESI-MS_Study_of_Speciation_in_Hydrolyzed_Aluminum_,G:\paper\Sorted_Database\Mechanism\124_ESI-MS_Study_of_Speciation_in_Hydrolyzed_Aluminum_.pdf,G:\paper\Sorted_Database\Mechanism\124_ESI-MS_Study_of_Speciation_in_Hydrolyzed_Aluminum_.pdf,true,0.803,data\markdown\mechanism\124_ESI-MS_Study_of_Speciation_in_Hydrolyzed_Aluminum_.md,data\markdown\mechanism\124_ESI-MS_Study_of_Speciation_in_Hydrolyzed_Aluminum_.md,true,45844,exists_ok,data\outputs\mechanism\124_ESI-MS_Study_of_Speciation_in_Hydrolyzed_Aluminum_,data\outputs\124_ESI-MS_Study_of_Speciation_in_Hydrolyzed_Aluminum_,data\outputs\mechanism\124_ESI-MS_Study_of_Speciation_in_Hydrolyzed_Aluminum_,category_aware,true,false,false,false,false,markdown_ready,run_stage3_next
mechanism__126_feng_等_2007_speciation_of_hydroxyl_al_polymers_formed_through_simultaneous_hydrolysis_of_aluminum_salts_and_urea,mechanism,126_Feng 等 - 2007 - Speciation of hydroxyl-al polymers formed through simultaneous hydrolysis of aluminum salts and urea,G:\paper\Sorted_Database\Mechanism\126_Feng 等 - 2007 - Speciation of hydroxyl-al polymers formed through simultaneous hydrolysis of aluminum salts and urea.pdf,G:\paper\Sorted_Database\Mechanism\126_Feng 等 - 2007 - Speciation of hydroxyl-al polymers formed through simultaneous hydrolysis of aluminum salts and urea.pdf,true,0.429,data\markdown\mechanism\126_Feng 等 - 2007 - Speciation of hydroxyl-al polymers formed through simultaneous hydrolysis of aluminum salts and urea.md,data\markdown\mechanism\126_Feng 等 - 2007 - Speciation of hydroxyl-al polymers formed through simultaneous hydrolysis of aluminum salts and urea.md,true,42158,exists_ok,data\outputs\mechanism\126_Feng 等 - 2007 - Speciation of hydroxyl-al polymers formed through simultaneous hydrolysis of aluminum salts and urea,data\outputs\126_Feng 等 - 2007 - Speciation of hydroxyl-al polymers formed through simultaneous hydrolysis of aluminum salts and urea,data\outputs\mechanism\126_Feng 等 - 2007 - Speciation of hydroxyl-al polymers formed through simultaneous hydrolysis of aluminum salts and urea,category_aware,true,false,false,false,false,markdown_ready,run_stage3_next
mechanism__127_feng_等_2011_effect_of_aging_condition_on_species_transformation_in_polymeric_al_salt_coagulants,mechanism,127_Feng 等 - 2011 - Effect of aging condition on species transformation in polymeric al salt coagulants,G:\paper\Sorted_Database\Mechanism\127_Feng 等 - 2011 - Effect of aging condition on species transformation in polymeric al salt coagulants.pdf,G:\paper\Sorted_Database\Mechanism\127_Feng 等 - 2011 - Effect of aging condition on species transformation in polymeric al salt coagulants.pdf,true,0.671,data\markdown\mechanism\127_Feng 等 - 2011 - Effect of aging condition on species transformation in polymeric al salt coagulants.md,data\markdown\mechanism\127_Feng 等 - 2011 - Effect of aging condition on species transformation in polymeric al salt coagulants.md,true,47576,exists_ok,data\outputs\mechanism\127_Feng 等 - 2011 - Effect of aging condition on species transformation in polymeric al salt coagulants,data\outputs\127_Feng 等 - 2011 - Effect of aging condition on species transformation in polymeric al salt coagulants,data\outputs\mechanism\127_Feng 等 - 2011 - Effect of aging condition on species transformation in polymeric al salt coagulants,category_aware,true,false,false,false,false,markdown_ready,run_stage3_next
mechanism__129_fernandez_等_2008_theoretical_study_of_oligomeric_alumatranes_present_in_the_chemistry_of_materials_from_micro_to_meso,mechanism,129_Fernandez 等 - 2008 - Theoretical study of oligomeric alumatranes present in the chemistry of materials from micro to meso,G:\paper\Sorted_Database\Mechanism\129_Fernandez 等 - 2008 - Theoretical study of oligomeric alumatranes present in the chemistry of materials from micro to meso.pdf,G:\paper\Sorted_Database\Mechanism\129_Fernandez 等 - 2008 - Theoretical study of oligomeric alumatranes present in the chemistry of materials from micro to meso.pdf,true,0.417,data\markdown\mechanism\129_Fernandez 等 - 2008 - Theoretical study of oligomeric alumatranes present in the chemistry of materials from micro to meso.md,data\markdown\mechanism\129_Fernandez 等 - 2008 - Theoretical study of oligomeric alumatranes present in the chemistry of materials from micro to meso.md,true,59044,exists_ok,data\outputs\mechanism\129_Fernandez 等 - 2008 - Theoretical study of oligomeric alumatranes present in the chemistry of materials from micro to meso,data\outputs\129_Fernandez 等 - 2008 - Theoretical study of oligomeric alumatranes present in the chemistry of materials from micro to meso,data\outputs\mechanism\129_Fernandez 等 - 2008 - Theoretical study of oligomeric alumatranes present in the chemistry of materials from micro to meso,category_aware,true,false,false,false,false,markdown_ready,run_stage3_next
