source_id,category,paper_id_guess,doi,title_guess,main_pdf_path,markdown_path,supplementary_detected,detection_method,supplementary_source,supplementary_url,supplementary_file_type,supplementary_local_path,download_status,needs_manual_download,confidence,detection_hits,evidence_strength,strong_evidence_hits,weak_evidence_hits,notes
mechanism__162_kambe_等_2017_solution_phase_synthesis_of_al13_using_a_dendrimer_template,mechanism,162_Kambe 等 - 2017 - Solution-phase synthesis of Al13 − using a dendrimer template,10.1038/s41467-017-02250-4,ARTICLE,G:\paper\Sorted_Database\Mechanism\162_Kambe 等 - 2017 - Solution-phase synthesis of Al13 − using a dendrimer template.pdf,data\markdown\mechanism\162_Kambe 等 - 2017 - Solution-phase synthesis of Al13 − using a dendrimer template.md,true,markdown_keyword,markdown_link,https://doi.org/10.1038/s41467-017-02250-4,unknown,,not_attempted,false,high,Supplementary Information,strong,Supplementary Information,,supplementary keyword detected with url; available online; online version
mechanism__166_kerven_等_1995_detrimental_sulfate_effects_on_formation_of_al_13_tridecameric_polycation_in_synthetic_soil_solution,mechanism,166_Kerven 等 - 1995 - Detrimental sulfate effects on formation of al‐13 tridecameric polycation in synthetic soil solution,10.2136/sssaj1995.03615995005900030019x,Detrimental Sulfate Effects on Formation of Al-13 Tridecameric Polycation in Synthetic Soil Solutions,G:\paper\Sorted_Database\Mechanism\166_Kerven 等 - 1995 - Detrimental sulfate effects on formation of al‐13 tridecameric polycation in synthetic soil solution.pdf,data\markdown\mechanism\166_Kerven 等 - 1995 - Detrimental sulfate effects on formation of al‐13 tridecameric polycation in synthetic soil solution.md,false,none,unknown,,unknown,,unavailable,false,low,,none,,,doi detected: 10.2136/sssaj1995.03615995005900030019x; general url present without supplementary keyword
mechanism__168_kloprogge_等_1992_a_27al_nuclear_magnetic_resonance_study_on_the_optimalization_of_the_development_of_the_al13_polymer,mechanism,168_Kloprogge 等 - 1992 - A 27Al nuclear magnetic resonance study on the optimalization of the development of the Al13 polymer,,A ^27 Al nuclear magnetic resonance study on the optimization of the development of the Al13 polymer *,G:\paper\Sorted_Database\Mechanism\168_Kloprogge 等 - 1992 - A 27Al nuclear magnetic resonance study on the optimalization of the development of the Al13 polymer.pdf,data\markdown\mechanism\168_Kloprogge 等 - 1992 - A 27Al nuclear magnetic resonance study on the optimalization of the development of the Al13 polymer.md,false,none,unknown,,unknown,,unavailable,false,low,,none,,,
mechanism__169_kloprogge_等_1992_temperature_influence_on_the_al13_complex_in_partially_neutralized_aluminum_solutions_a_27al_nuclea,mechanism,169_Kloprogge 等 - 1992 - Temperature influence on the Al13 complex in partially neutralized aluminum solutions A 27Al nuclea,,Temperature influence on the Al13 complex in partially neutralized aluminum solutions: a ^27 Al nuclear magnetic resonance study *,G:\paper\Sorted_Database\Mechanism\169_Kloprogge 等 - 1992 - Temperature influence on the Al13 complex in partially neutralized aluminum solutions A 27Al nuclea.pdf,data\markdown\mechanism\169_Kloprogge 等 - 1992 - Temperature influence on the Al13 complex in partially neutralized aluminum solutions A 27Al nuclea.md,false,none,unknown,,unknown,,unavailable,false,low,,none,,,
mechanism__170_kloprogge_等_2000_near_infrared_spectroscopic_study_of_alo4al12_oh_23_h2o_12_7_o_si_oh_3_nitrate_crystals_formed_by,mechanism,170_Kloprogge 等 - 2000 - Near-infrared spectroscopic study of [AlO4Al12(OH)23(H2O)12]7+-O-si(OH)3 nitrate crystals formed by,,Near-infrared spectroscopic study of [AlO4Al12(OH)23(H2O)12]^7+-O-Si(OH)3 nitrate crystals formed by forced hydrolysis of Al^3+ in the presence of TEOS,G:\paper\Sorted_Database\Mechanism\170_Kloprogge 等 - 2000 - Near-infrared spectroscopic study of [AlO4Al12(OH)23(H2O)12]7+-O-si(OH)3 nitrate crystals formed by.pdf,data\markdown\mechanism\170_Kloprogge 等 - 2000 - Near-infrared spectroscopic study of [AlO4Al12(OH)23(H2O)12]7+-O-si(OH)3 nitrate crystals formed by.md,false,none,unknown,,unknown,,unavailable,false,low,,none,,,
mechanism__171_krishnamurti_等_1999_role_of_tartaric_acid_in_the_inhibition_of_the_formation_of_al13_tridecamer_using_sulfate_precipitat,mechanism,171_Krishnamurti 等 - 1999 - Role of tartaric acid in the inhibition of the formation of Al13 tridecamer using sulfate precipitat,,ROLE OF TARTARIC ACID IN THE INHIBITION OF THE FORMATION OF Al13 TRIDECAMER USING SULFATE PRECIPITATION,G:\paper\Sorted_Database\Mechanism\171_Krishnamurti 等 - 1999 - Role of tartaric acid in the inhibition of the formation of Al13 tridecamer using sulfate precipitat.pdf,data\markdown\mechanism\171_Krishnamurti 等 - 1999 - Role of tartaric acid in the inhibition of the formation of Al13 tridecamer using sulfate precipitat.md,false,none,unknown,,unknown,,unavailable,false,low,,none,,,general url present without supplementary keyword
mechanism__172_krishnamurti_等_2004_effects_of_pyrogallol_on_al13_tridecamer_formation_and_humification,mechanism,172_Krishnamurti 等 - 2004 - Effects of pyrogallol on Al13 tridecamer formation and humification,,EFFECTS OF PYROGALLOL ON Al13 TRIDECAMER FORMATION AND HUMIFICATION,G:\paper\Sorted_Database\Mechanism\172_Krishnamurti 等 - 2004 - Effects of pyrogallol on Al13 tridecamer formation and humification.pdf,data\markdown\mechanism\172_Krishnamurti 等 - 2004 - Effects of pyrogallol on Al13 tridecamer formation and humification.md,false,none,unknown,,unknown,,unavailable,false,low,,none,,,general url present without supplementary keyword
mechanism__175_kumru和bale_1994_aggregation_in_aluminium_hydroxide_solutions_investigated_by_small_angle_x_ray_scattering,mechanism,175_Kumru和Bale - 1994 - Aggregation in aluminium hydroxide solutions investigated by small-angle X-ray scattering,10.1107/S0021889894000245,Aggregation in Aluminium Hydroxide Solutions Investigated by Small-Angle X-ray Scattering,G:\paper\Sorted_Database\Mechanism\175_Kumru和Bale - 1994 - Aggregation in aluminium hydroxide solutions investigated by small-angle X-ray scattering.pdf,data\markdown\mechanism\175_Kumru和Bale - 1994 - Aggregation in aluminium hydroxide solutions investigated by small-angle X-ray scattering.md,false,none,unknown,,unknown,,unavailable,false,low,,none,,,doi detected: 10.1107/S0021889894000245; general url present without supplementary keyword
mechanism__176_kurajica_等_2019_multinuclear_magnetic_resonance_study_on_aluminium_sec_butoxide_chelated_with_ethyl_acetoacetate_in,mechanism,176_Kurajica 等 - 2019 - Multinuclear magnetic resonance study on aluminium sec-butoxide chelated with ethyl acetoacetate in,10.5562/cca3426,Multinuclear Magnetic Resonance Study on Aluminium Sec-butoxide Chelated with Ethyl Acetoacetate in Various Amounts,G:\paper\Sorted_Database\Mechanism\176_Kurajica 等 - 2019 - Multinuclear magnetic resonance study on aluminium sec-butoxide chelated with ethyl acetoacetate in.pdf,data\markdown\mechanism\176_Kurajica 等 - 2019 - Multinuclear magnetic resonance study on aluminium sec-butoxide chelated with ethyl acetoacetate in.md,true,markdown_keyword; pdf_text_keyword,markdown_link,https://doi.org/10.5562/cca3426,unknown,,not_attempted,false,high,Supplementary Information; Supporting Information; ESI,strong,Supplementary Information; Supporting Information; ESI,,supplementary keyword detected with url
mechanism__177_kureti和weisweiler_2002_a_novel_sol_gel_method_for_the_synthesis_of_γ_aluminium_oxide_development_of_the_sol_gel_transforma,mechanism,177_Kureti和Weisweiler - 2002 - A novel sol–gel method for the synthesis of γ-aluminium oxide Development of the sol–gel transforma,,A novel sol–gel method for the synthesis of γ -aluminium oxide: development of the sol–gel transformation and characterization of the xerogel,G:\paper\Sorted_Database\Mechanism\177_Kureti和Weisweiler - 2002 - A novel sol–gel method for the synthesis of γ-aluminium oxide Development of the sol–gel transforma.pdf,data\markdown\mechanism\177_Kureti和Weisweiler - 2002 - A novel sol–gel method for the synthesis of γ-aluminium oxide Development of the sol–gel transforma.md,false,none,unknown,,unknown,,unavailable,false,low,,none,,,
mechanism__178_könig_等_2009_local_structural_changes_in_aluminum_isopropoxide_fluoride_xerogels_and_solids_as_a_consequence_of_t,mechanism,178_König 等 - 2009 - Local structural changes in aluminum isopropoxide fluoride xerogels and solids as a consequence of t,,Local Structural Changes in Aluminum Isopropoxide Fluoride Xerogels and Solids as a Consequence of the Progressive Fluorination Degree,G:\paper\Sorted_Database\Mechanism\178_König 等 - 2009 - Local structural changes in aluminum isopropoxide fluoride xerogels and solids as a consequence of t.pdf,data\markdown\mechanism\178_König 等 - 2009 - Local structural changes in aluminum isopropoxide fluoride xerogels and solids as a consequence of t.md,false,none,unknown,,unknown,,unavailable,false,low,,none,,,
mechanism__179_könig_等_2010_the_fluorolytic_sol_gel_reaction_of_aluminium_alkoxides_a_multinuclear_mas_nmr_study_of_structural,mechanism,179_König 等 - 2010 - The fluorolytic sol–gel reaction of aluminium alkoxides A multinuclear MAS NMR study of structural,10.1007/s10971-010-2288-4,ORIGINAL PAPER,G:\paper\Sorted_Database\Mechanism\179_König 等 - 2010 - The fluorolytic sol–gel reaction of aluminium alkoxides A multinuclear MAS NMR study of structural.pdf,data\markdown\mechanism\179_König 等 - 2010 - The fluorolytic sol–gel reaction of aluminium alkoxides A multinuclear MAS NMR study of structural.md,true,markdown_keyword,markdown_link,http://www.w3.org/1999/02/22-rdf-syntax-ns#,unknown,,not_attempted,false,high,Supporting Information; Supplementary Material; Electronic Supplementary Material; See Supporting Information,strong,Supporting Information; Supplementary Material; Electronic Supplementary Material; See Supporting Information,,supplementary keyword detected with url; online version
mechanism__180_lalik_等_1993_transformations_of_the_aluminum_al13_polyoxycation_intercalated_in_the_layered_lattice_of_molybden,mechanism,180_Lalik 等 - 1993 - Transformations of the aluminum (Al13) polyoxycation intercalated in the layered lattice of molybden,10.1021/j100103a038,Transformations of the Al13 Polyoxycation Intercalated in the Layered Lattice of MoO3,G:\paper\Sorted_Database\Mechanism\180_Lalik 等 - 1993 - Transformations of the aluminum (Al13) polyoxycation intercalated in the layered lattice of molybden.pdf,data\markdown\mechanism\180_Lalik 等 - 1993 - Transformations of the aluminum (Al13) polyoxycation intercalated in the layered lattice of molybden.md,false,none,unknown,,unknown,,unavailable,false,low,,none,,,doi detected: 10.1021/j100103a038; general url present without supplementary keyword
mechanism__181_lanzani_等_2012_study_of_the_stability_of_aluminium_trimeric_clusters_in_aqueous_solutions,mechanism,181_Lanzani 等 - 2012 - Study of the stability of aluminium trimeric clusters in aqueous solutions,10.1080/08927022.2012.674209,This article was downloaded by: [Universitat Politècnica de València],G:\paper\Sorted_Database\Mechanism\181_Lanzani 等 - 2012 - Study of the stability of aluminium trimeric clusters in aqueous solutions.pdf,data\markdown\mechanism\181_Lanzani 等 - 2012 - Study of the stability of aluminium trimeric clusters in aqueous solutions.md,true,markdown_keyword,markdown_link,http://www.tandfonline.com/loi/gmos20,unknown,,not_attempted,false,high,ESI,strong,ESI,,supplementary keyword detected with url
mechanism__182_lartiges_等_1997_flocculation_of_colloidal_silica_with_hydrolyzed_aluminum_an_27al_solid_state_nmr_investigation,mechanism,182_Lartiges 等 - 1997 - Flocculation of colloidal silica with hydrolyzed aluminum An 27Al solid state NMR investigation,,Flocculation of Colloidal Silica with Hydrolyzed Aluminum: An ^27 Al Solid State NMR Investigation,G:\paper\Sorted_Database\Mechanism\182_Lartiges 等 - 1997 - Flocculation of colloidal silica with hydrolyzed aluminum An 27Al solid state NMR investigation.pdf,data\markdown\mechanism\182_Lartiges 等 - 1997 - Flocculation of colloidal silica with hydrolyzed aluminum An 27Al solid state NMR investigation.md,false,none,unknown,,unknown,,unavailable,false,low,,none,,,
mechanism__183_letterman和asolekar_1990_surface_ionization_of_polynuclear_species_in_al_iii_hydrolysis_ii_a_conditional_equilibrium_model,mechanism,183_Letterman和Asolekar - 1990 - Surface ionization of polynuclear species in al(III) hydrolysis—II. A conditional equilibrium model,,SURFACE IONIZATION OF POLYNUCLEAR SPECIES IN Al(III) HYDROLYSIS—II. A CONDITIONAL EQUILIBRIUM MODEL,G:\paper\Sorted_Database\Mechanism\183_Letterman和Asolekar - 1990 - Surface ionization of polynuclear species in al(III) hydrolysis—II. A conditional equilibrium model.pdf,data\markdown\mechanism\183_Letterman和Asolekar - 1990 - Surface ionization of polynuclear species in al(III) hydrolysis—II. A conditional equilibrium model.md,false,none,unknown,,unknown,,unavailable,false,low,,none,,,
mechanism__186_li_等_2019_dft_studies_on_the_al_speciation_and_its_structure_in_aqueous_aluminum_sol_formed_by_aluminum_formoa,mechanism,186_Li 等 - 2019 - DFT studies on the al-speciation and its structure in aqueous aluminum sol formed by aluminum formoa,10.1021/acs.jpcb.9b05821,DFT Studies on the Al-Speciation and Its Structure in Aqueous Aluminum Sol Formed by Aluminum Formoacetate,G:\paper\Sorted_Database\Mechanism\186_Li 等 - 2019 - DFT studies on the al-speciation and its structure in aqueous aluminum sol formed by aluminum formoa.pdf,data\markdown\mechanism\186_Li 等 - 2019 - DFT studies on the al-speciation and its structure in aqueous aluminum sol formed by aluminum formoa.md,true,markdown_keyword; pdf_text_keyword,markdown_link,http://www.w3.org/1999/02/22-rdf-syntax-ns#,unknown,,not_attempted,false,high,Supporting Information; ESI,strong,Supporting Information; ESI,,supplementary keyword detected with url
mechanism__187_li_等_2019_influence_of_h3o_on_the_structure_formation_of_oligomers_in_aluminium_sols_prepared_from_basic_alum,mechanism,187_Li 等 - 2019 - Influence of H3O+ on the structure formation of oligomers in aluminium sols prepared from basic alum,10.1016/j.molliq.2019.111052,Accepted Manuscript,G:\paper\Sorted_Database\Mechanism\187_Li 等 - 2019 - Influence of H3O+ on the structure formation of oligomers in aluminium sols prepared from basic alum.pdf,data\markdown\mechanism\187_Li 等 - 2019 - Influence of H3O+ on the structure formation of oligomers in aluminium sols prepared from basic alum.md,true,pdf_text_keyword,markdown_link,https://doi.org/10.1016/j.molliq.2019.111052,unknown,,not_attempted,false,high,ESI,strong,ESI,,supplementary keyword detected with url
mechanism__188_li_等_2020_a_density_functional_theory_study_on_the_structure_formation_of_al_iii_carboxylate_complexes_in_aqu,mechanism,188_Li 等 - 2020 - A density functional theory study on the structure formation of al(III) carboxylate complexes in aqu,10.1002/qua.26430,A density functional theory study on the structure formation of Al(III) carboxylate complexes in aqueous aluminum sols,G:\paper\Sorted_Database\Mechanism\188_Li 等 - 2020 - A density functional theory study on the structure formation of al(III) carboxylate complexes in aqu.pdf,data\markdown\mechanism\188_Li 等 - 2020 - A density functional theory study on the structure formation of al(III) carboxylate complexes in aqu.md,true,markdown_keyword,markdown_link,https://orcid.org/0000-0003-2441-9351,unknown,,not_attempted,false,high,Supporting Information,strong,Supporting Information,,supplementary keyword detected with url
mechanism__190_lima_等_2005_structural_evolution_of_phosphated_alumina_during_sol_gel_synthesis,mechanism,190_Lima 等 - 2005 - Structural evolution of phosphated alumina during sol−gel synthesis,,Structural Evolution of Phosphated Alumina during Sol–Gel Synthesis,G:\paper\Sorted_Database\Mechanism\190_Lima 等 - 2005 - Structural evolution of phosphated alumina during sol−gel synthesis.pdf,data\markdown\mechanism\190_Lima 等 - 2005 - Structural evolution of phosphated alumina during sol−gel synthesis.md,false,none,unknown,,unknown,,unavailable,false,low,,none,,,
mechanism__191_lin和lee_2010_purification_of_aluminum_tridecamer_salt_using_organic_solvent_precipitation,mechanism,191_Lin和Lee - 2010 - Purification of aluminum tridecamer salt using organic solvent precipitation,10.1016/j.seppur.2010.08.002)/S,Short communication,G:\paper\Sorted_Database\Mechanism\191_Lin和Lee - 2010 - Purification of aluminum tridecamer salt using organic solvent precipitation.pdf,data\markdown\mechanism\191_Lin和Lee - 2010 - Purification of aluminum tridecamer salt using organic solvent precipitation.md,true,markdown_keyword; pdf_text_keyword,markdown_link,http://www.sciencedirect.com/science/journal/13835866)/S,unknown,,not_attempted,false,high,ESI,strong,ESI,,supplementary keyword detected with url
mechanism__192_liu_等_2003_characteristics_of_nanosized_polyaluminum_chloride_coagulant_prepared_by_electrolysis_process,mechanism,192_Liu 等 - 2003 - Characteristics of nanosized polyaluminum chloride coagulant prepared by electrolysis process,10.1016/S0927-7757,Characteristics of nanosized polyaluminum chloride coagulant prepared by electrolysis process,G:\paper\Sorted_Database\Mechanism\192_Liu 等 - 2003 - Characteristics of nanosized polyaluminum chloride coagulant prepared by electrolysis process.pdf,data\markdown\mechanism\192_Liu 等 - 2003 - Characteristics of nanosized polyaluminum chloride coagulant prepared by electrolysis process.md,false,none,unknown,,unknown,,unavailable,false,low,,none,,,doi detected: 10.1016/S0927-7757
mechanism__197_liu_等_2024_elucidating_the_hydrolysis_and_polymerization_reactions_of_al3_solvated_molecules_by_reactive_molec,mechanism,197_Liu 等 - 2024 - Elucidating the hydrolysis and polymerization reactions of Al3+-solvated molecules by reactive molec,10.1002/qua.27483,RESEARCH ARTICLE,G:\paper\Sorted_Database\Mechanism\197_Liu 等 - 2024 - Elucidating the hydrolysis and polymerization reactions of Al3+-solvated molecules by reactive molec.pdf,data\markdown\mechanism\197_Liu 等 - 2024 - Elucidating the hydrolysis and polymerization reactions of Al3+-solvated molecules by reactive molec.md,true,markdown_keyword; pdf_text_keyword,markdown_link,http://crossmark.crossref.org/dialog/?doi=10.1002%2Fqua.27483&domain=pdf&date_stamp=2024-09-16,unknown,,not_attempted,false,high,Supporting Information; ESI,strong,Supporting Information; ESI,,supplementary keyword detected with url
mechanism__198_liu_等_2025_direct_observation_of_key_aluminum_hydroxide_prenucleation_oligomers_for_gibbsite_nucleation_and_cry,mechanism,198_Liu 等 - 2025 - Direct observation of key aluminum hydroxide prenucleation oligomers for gibbsite nucleation and cry,10.46936/lser.proj.2020.51382/60000186,Direct observation of key aluminum hydroxide prenucleation oligomers for gibbsite nucleation and crystallization in sodium aluminate solution by liquid ToF-SIMS,G:\paper\Sorted_Database\Mechanism\198_Liu 等 - 2025 - Direct observation of key aluminum hydroxide prenucleation oligomers for gibbsite nucleation and cry.pdf,data\markdown\mechanism\198_Liu 等 - 2025 - Direct observation of key aluminum hydroxide prenucleation oligomers for gibbsite nucleation and cry.md,true,markdown_keyword; pdf_text_keyword,markdown_link,https://doi.org/10.1016/j.mtchem.2025.102596,unknown,,not_attempted,false,high,ESI; Supplementary Data,strong,ESI; Supplementary Data,,supplementary keyword detected with url; Appendix
mechanism__203_macêdo_等_2004_sol_gel_synthesis_of_transparent_alumina_gel_and_pure_gamma_alumina_by_urea_hydrolysis_of_aluminum_n,mechanism,203_Macêdo 等 - 2004 - Sol-gel synthesis of transparent alumina gel and pure gamma alumina by urea hydrolysis of aluminum n,,Sol-Gel Synthesis of Transparent Alumina Gel and Pure Gamma Alumina by Urea Hydrolysis of Aluminum Nitrate,G:\paper\Sorted_Database\Mechanism\203_Macêdo 等 - 2004 - Sol-gel synthesis of transparent alumina gel and pure gamma alumina by urea hydrolysis of aluminum n.pdf,data\markdown\mechanism\203_Macêdo 等 - 2004 - Sol-gel synthesis of transparent alumina gel and pure gamma alumina by urea hydrolysis of aluminum n.md,false,none,unknown,,unknown,,unavailable,false,low,,none,,,general url present without supplementary keyword
mechanism__207_masion_等_1994_chemistry_and_structure_of_al_oh_organic_precipitates_a_small_angle_x_ray_scattering_study_3_dep,mechanism,207_Masion 等 - 1994 - Chemistry and structure of al(OH)organic precipitates. A small-angle X-ray scattering study. 3. Dep,10.1021/la00023a069,Chemistry and Structure of Al(OH)/Organic Precipitates. A Small-Angle X-ray Scattering Study. 3. Depolymerization of the Al13 Polycation by Organic Ligands,G:\paper\Sorted_Database\Mechanism\207_Masion 等 - 1994 - Chemistry and structure of al(OH)organic precipitates. A small-angle X-ray scattering study. 3. Dep.pdf,data\markdown\mechanism\207_Masion 等 - 1994 - Chemistry and structure of al(OH)organic precipitates. A small-angle X-ray scattering study. 3. Dep.md,false,none,unknown,,unknown,,unavailable,false,low,,none,,,doi detected: 10.1021/la00023a069; general url present without supplementary keyword
mechanism__208_masion_等_1994_formation_of_amorphous_precipitates_from_aluminum_organic_ligands_solutions_macroscopic_and_molecul,mechanism,208_Masion 等 - 1994 - Formation of amorphous precipitates from aluminum-organic ligands solutions Macroscopic and molecul,,Formation of amorphous precipitates from aluminum–organic ligands solutions: macroscopic and molecular study,G:\paper\Sorted_Database\Mechanism\208_Masion 等 - 1994 - Formation of amorphous precipitates from aluminum-organic ligands solutions Macroscopic and molecul.pdf,data\markdown\mechanism\208_Masion 等 - 1994 - Formation of amorphous precipitates from aluminum-organic ligands solutions Macroscopic and molecul.md,true,pdf_text_keyword,unknown,,unknown,,manual_required,true,high,ESI,strong,ESI,,supplementary keyword detected without url
mechanism__209_mathieu_等_2007_control_of_the_morphology_and_particle_size_of_boehmite_nanoparticles_synthesized_under_hydrothermal,mechanism,209_Mathieu 等 - 2007 - Control of the morphology and particle size of boehmite nanoparticles synthesized under hydrothermal,,Control of the Morphology and Particle Size of Boehmite Nanoparticles Synthesized under Hydrothermal Conditions,G:\paper\Sorted_Database\Mechanism\209_Mathieu 等 - 2007 - Control of the morphology and particle size of boehmite nanoparticles synthesized under hydrothermal.pdf,data\markdown\mechanism\209_Mathieu 等 - 2007 - Control of the morphology and particle size of boehmite nanoparticles synthesized under hydrothermal.md,false,none,unknown,,unknown,,unavailable,false,low,,none,,,
mechanism__210_may_等_1997_precursor_aluminum_effect_in_the_synthesis_of_sol_ąígel_si_ąíal_catalysts_äč_ftir_and_nmr_character,mechanism,210_May 等 - 1997 - Precursor aluminum effect in the synthesis of sol‚ąíGel si‚ąíAl catalysts‚ÄČ FTIR and NMR character,,Precursor Aluminum Effect in the Synthesis of Sol–Gel Si–Al Catalysts: FTIR and NMR Characterization,G:\paper\Sorted_Database\Mechanism\210_May 等 - 1997 - Precursor aluminum effect in the synthesis of sol‚ąíGel si‚ąíAl catalysts‚ÄČ FTIR and NMR character.pdf,data\markdown\mechanism\210_May 等 - 1997 - Precursor aluminum effect in the synthesis of sol‚ąíGel si‚ąíAl catalysts‚ÄČ FTIR and NMR character.md,false,none,unknown,,unknown,,unavailable,false,low,,none,,,
mechanism__211_mezei_等_1998_chemical_processes_involved_in_the_sol_gel_preparation_of_an_aluminium_oxohydroxide_gel_from_alumini,mechanism,211_Mezei 等 - 1998 - Chemical processes involved in the sol–gel preparation of an aluminium oxohydroxide gel from alumini,10.1039/a802660b,Chemical processes involved in the sol–gel preparation of an aluminium oxohydroxide gel from aluminium nitrate in organic medium,G:\paper\Sorted_Database\Mechanism\211_Mezei 等 - 1998 - Chemical processes involved in the sol–gel preparation of an aluminium oxohydroxide gel from alumini.pdf,data\markdown\mechanism\211_Mezei 等 - 1998 - Chemical processes involved in the sol–gel preparation of an aluminium oxohydroxide gel from alumini.md,false,none,unknown,,unknown,,unavailable,false,low,,none,,,doi detected: 10.1039/a802660b; general url present without supplementary keyword
mechanism__214_monsef_mirzai_等_1991_some_observations_on_the_reaction_of_tris_isopropoxoaluminium_iii_with_limited_quantities_of_water,mechanism,214_Monsef-Mirzai 等 - 1991 - Some observations on the reaction of tris-isopropoxoaluminium(III) with limited quantities of water,,Some observations on the reaction of tris-isopropoxoaluminium(III) with limited quantities of water and with ortho-substituted phenols,G:\paper\Sorted_Database\Mechanism\214_Monsef-Mirzai 等 - 1991 - Some observations on the reaction of tris-isopropoxoaluminium(III) with limited quantities of water.pdf,data\markdown\mechanism\214_Monsef-Mirzai 等 - 1991 - Some observations on the reaction of tris-isopropoxoaluminium(III) with limited quantities of water.md,false,none,unknown,,unknown,,unavailable,false,low,,none,,,
mechanism__216_morgado_jr_等_1995_characterization_of_peptized_boehmite_systems_an27al_nuclear_magnetic_resonance_study,mechanism,216_Morgado Jr. 等 - 1995 - Characterization of peptized boehmite systems An27Al nuclear magnetic resonance study,,Characterization of Peptized Boehmite Systems: An ^27 Al Nuclear Magnetic Resonance Study,G:\paper\Sorted_Database\Mechanism\216_Morgado Jr. 等 - 1995 - Characterization of peptized boehmite systems An27Al nuclear magnetic resonance study.pdf,data\markdown\mechanism\216_Morgado Jr. 等 - 1995 - Characterization of peptized boehmite systems An27Al nuclear magnetic resonance study.md,false,none,unknown,,unknown,,unavailable,false,low,,none,,,
mechanism__217_morgado_等_1997_formation_of_peptizable_boehmites_by_hydrolysis_of_aluminum_nitrate_in_aqueous_solution,mechanism,217_Morgado 等 - 1997 - Formation of peptizable boehmites by hydrolysis of aluminum nitrate in aqueous solution,,Formation of Peptizable Boehmites by Hydrolysis of Aluminum Nitrate in Aqueous Solution,G:\paper\Sorted_Database\Mechanism\217_Morgado 等 - 1997 - Formation of peptizable boehmites by hydrolysis of aluminum nitrate in aqueous solution.pdf,data\markdown\mechanism\217_Morgado 等 - 1997 - Formation of peptizable boehmites by hydrolysis of aluminum nitrate in aqueous solution.md,false,none,unknown,,unknown,,unavailable,false,low,,none,,,
mechanism__220_nazar_等_1992_27al_mas_nmr_studies_of_a_new_polyoxyaluminium_cluster_and_its_selective_transformation_to_five_coor,mechanism,220_Nazar 等 - 1992 - 27Al MAS NMR studies of a new polyoxyaluminium cluster and its selective transformation to five-coor,10.1039/c39920000251,^27 AI MAS NMR Studies of a New Polyoxyaluminium Cluster and its Selective Transformation to Five-coordinate Aluminium in the Solid State,G:\paper\Sorted_Database\Mechanism\220_Nazar 等 - 1992 - 27Al MAS NMR studies of a new polyoxyaluminium cluster and its selective transformation to five-coor.pdf,data\markdown\mechanism\220_Nazar 等 - 1992 - 27Al MAS NMR studies of a new polyoxyaluminium cluster and its selective transformation to five-coor.md,false,none,unknown,,unknown,,unavailable,false,low,,none,,,doi detected: 10.1039/c39920000251; general url present without supplementary keyword
mechanism__221_nofz_等_2006_27al_nmr_study_of_al_speciation_in_aqueous_alumina_sols,mechanism,221_Nofz 等 - 2006 - 27Al NMR study of al-speciation in aqueous alumina-sols,,^27 Al NMR Study of Al-Speciation in Aqueous Alumina-Sols,G:\paper\Sorted_Database\Mechanism\221_Nofz 等 - 2006 - 27Al NMR study of al-speciation in aqueous alumina-sols.pdf,data\markdown\mechanism\221_Nofz 等 - 2006 - 27Al NMR study of al-speciation in aqueous alumina-sols.md,false,none,unknown,,unknown,,unavailable,false,low,,none,,,general url present without supplementary keyword
mechanism__222_nordin_等_1998_an_17o_nmr_study_of_the_exchange_of_water_on_aloh_h2o_52_aq,mechanism,222_Nordin 等 - 1998 - An 17O-NMR study of the exchange of water on AlOH(H2O)52+(aq),,Articles,G:\paper\Sorted_Database\Mechanism\222_Nordin 等 - 1998 - An 17O-NMR study of the exchange of water on AlOH(H2O)52+(aq).pdf,data\markdown\mechanism\222_Nordin 等 - 1998 - An 17O-NMR study of the exchange of water on AlOH(H2O)52+(aq).md,true,markdown_keyword,unknown,,unknown,,manual_required,true,high,Supporting Information,strong,Supporting Information,,supplementary keyword detected without url
mechanism__223_occelli_等_2000_physicochemical_characterization_of_a_texas_montmorillonite_pillared_with_polyoxocations_of_aluminum,mechanism,223_Occelli 等 - 2000 - Physicochemical characterization of a texas montmorillonite pillared with polyoxocations of aluminum,,Physicochemical characterization of a Texas montmorillonite pillared with polyoxocations of aluminum Part I: the microporous structure,G:\paper\Sorted_Database\Mechanism\223_Occelli 等 - 2000 - Physicochemical characterization of a texas montmorillonite pillared with polyoxocations of aluminum.pdf,data\markdown\mechanism\223_Occelli 等 - 2000 - Physicochemical characterization of a texas montmorillonite pillared with polyoxocations of aluminum.md,false,none,unknown,,unknown,,unavailable,false,low,,none,,,
